File number,Character,Type,Line,Character ID,Type,shr,Value ,Base Value,,,
01347,Hajime,CR 4,The sound of Nekomaru's impact echoed throughout the Funhouse.,0,4,0,214,214,,,
01348,Hajime,CR 4,I didn't know where the name came from at the time but the killer should've known.,0,4,0,215,215,,,
01349,Hajime,CR 4,They should've known their Ultimate Weapon trick had succeeded and that Nekomaru had died.,0,4,0,216,216,,,
01350,Hajime,CR 4,"However, by this point the killer's plan was about to fail thanks to the broken door knob and Fuyuhiko.",0,4,0,217,217,,,
01351,Hajime,CR 4,"Meaning, the killer is someone who wouldn't have heard the alarm if they were in the Deluxe Room.",0,4,0,218,218,,,
01352,Hajime,CR 4,They also wouldn't have been able to return to their guest room because Fuyuhiko was at the lounge.,0,4,0,219,219,,,
01353,Hajime,CR 4,That someone is Gundham Tanaka! I can't think of anyone else but you!,0,4,0,220,220,,,
01354,Hajime,Trial 5,But Nagito's mouth was covered with duct tape so he wouldn't have been able to confess anything.,0,5,0,1,1,,,
01355,Hajime,Trial 5,If he was being tortured for information they wouldn't have taped his mouth like that.,0,5,0,2,2,,,
01356,Hajime,Trial 5,Trap?,0,5,0,3,3,,,
01357,Hajime,Trial 5,But if you tape his mouth shut...,0,5,0,4,4,,,
01358,Hajime,Trial 5,...how is he supposed to answer anything?,0,5,0,5,5,,,
01359,Hajime,Trial 5,"No, there's no doubt Nagito's mouth was covered with duct tape before he was beat up.",0,5,0,6,6,,,
01360,Hajime,Trial 5,The blood on his face came from his arm wounds...,0,5,0,7,7,,,
01361,Hajime,Trial 5,...which means the duct tape was on his face before his arms were even wounded.,0,5,0,8,8,,,
01362,Hajime,Trial 5,I also agree that opening the door is what started the fire.,0,5,0,9,9,,,
01363,Hajime,Trial 5,"No, not wind pressure. They probably used the Monokuma panels.",0,5,0,10,10,,,
01364,Hajime,Trial 5,"A huge number of tipped over Monokuma panels were found at the crime scene, right?",0,5,0,11,11,,,
01365,Hajime,Trial 5,It looked like they were scattered everywhere but some where laying on top of each other in a single line.,0,5,0,12,12,,,
01366,Hajime,Trial 5,Just a single line leading from the warehouse door to the fire's origin.,0,5,0,13,13,,,
01367,Hajime,Trial 5,The killer probably arranged those monokuma panels to create a domino effect.,0,5,0,14,14,,,
01368,Hajime,Trial 5,That's probably why they turned off the lights in the warehouse so we wouldn't notice them.,0,5,0,15,15,,,
01369,Hajime,Trial 5,"You're talking about the MP3-player, right?",0,5,0,16,16,,,
01370,Hajime,Trial 5,That hymn blaring throughout the warehouse masked the sound of the falling panels.,0,5,0,17,17,,,
01371,Hajime,Trial 5,If the panel was so close to the door that it could barely be opened...,0,5,0,18,18,,,
01372,Hajime,Trial 5,"...the killer inside the warehouse wouldn't be able to leave, right?",0,5,0,19,19,,,
01373,Hajime,Trial 5,You don't mean-!,0,5,0,20,20,,,
01374,Hajime,Trial 5,...,0,5,0,21,21,,,
01375,Hajime,Trial 5,What if it was Nagito?,0,5,0,22,22,,,
01376,Hajime,Trial 5,Hold on a sec. Isn't that premise flawed?,0,5,0,23,23,,,
01377,Hajime,Trial 5,"No, it shouldn't have been both of his arms.",0,5,0,24,24,,,
01378,Hajime,Trial 5,"The rope on his right arm was completely burned up. Based on that, you can't say he was tied up.",0,5,0,25,25,,,
01379,Hajime,Trial 5,"It burned because of the fire, like you said it might look like that.",0,5,0,26,26,,,
01380,Hajime,Trial 5,But that was part of the trap! There's concrete evidence that proves that.,0,5,0,27,27,,,
01381,Hajime,Trial 5,Take a close look at his right sleeve.,0,5,0,28,28,,,
01382,Hajime,Trial 5,"Even though the rope was burned up his sleeve wasn't burned at all, wouldn't you agree?",0,5,0,29,29,,,
01383,Hajime,Trial 5,"A burn like this, no matter how you think about it, is unnatural.",0,5,0,30,30,,,
01384,Hajime,Trial 5,That rope was burned in advance so it would look like it was burned in the fire.,0,5,0,31,31,,,
01385,Hajime,Trial 5,"Yeah, that should be the case.",0,5,0,32,32,,,
01386,Hajime,Trial 5,H-hold on! There should be a way.,0,5,0,33,33,,,
01387,Hajime,Trial 5,The life-sized Monokuma plushie! He must've used that to prop the knife!,0,5,0,34,34,,,
01388,Hajime,Trial 5,So the blood on the plushie came from Nagito after he stabbed the knife into his own right hand.,0,5,0,35,35,,,
01389,Hajime,Trial 5,"Alright, let's do this!",0,5,0,36,36,,,
01390,Hajime,Trial 5,"Hold on, it's still too early to dismiss the possibility that he used his left hand.",0,5,0,37,37,,,
01391,Hajime,Trial 5,But there was something off about his left hand...,0,5,0,38,38,,,
01392,Hajime,Trial 5,The bloodstain on the palm of his hand... Don't you think it looked somewhat strange?,0,5,0,39,39,,,
01393,Hajime,Trial 5,"He only had blood on the lower area of his arm. Beyond that point the bloodstain suddenly cuts off, right?",0,5,0,40,40,,,
01394,Hajime,Trial 5,When the blood splattered he was probably gripping with his left hand.,0,5,0,41,41,,,
01395,Hajime,Trial 5,That's why there's such a strange looking bloodstain on his palm and the back of his hand.,0,5,0,42,42,,,
01396,Hajime,Trial 5,"Hey Chiaki, what do you think?",0,5,0,43,43,,,
01397,Hajime,Trial 5,"Hey, don't tell me you're getting sleepy!",0,5,0,44,44,,,
01398,Hajime,Trial 5,That's it! Instead of the handle Nagito must've been holding onto the cord.,0,5,0,45,45,,,
01399,Hajime,Trial 5,"There was a metal weight at the tip of the cord but there were bloodstains on that part, too.",0,5,0,46,46,,,
01400,Hajime,Trial 5,"Plus, the joint between the weight and the cord had a bloodstain shaped like it was cut off by something.",0,5,0,47,47,,,
01401,Hajime,Trial 5,...,0,5,0,48,48,,,
01402,Hajime,Trial 5,How it was positioned...,0,5,0,49,49,,,
01403,Hajime,Trial 5,The spear impaled Nagito as he was lying face up. It must have been perpendicular to him just before that.,0,5,0,50,50,,,
01404,Hajime,Trial 5,Nagito probably slung the cord over the ceiling girder and using that as a support...,0,5,0,51,51,,,
01405,Hajime,Trial 5,...he hoisted the spear directly above him.,0,5,0,52,52,,,
01406,Hajime,Trial 5,And if Nagito let go of the cord the spear would've fallen and impaled him while he was laying face up.,0,5,0,53,53,,,
01407,Hajime,Trial 5,The blood on the cord probably rubbed off on the ceiling girder as the spear was falling.,0,5,0,54,54,,,
01408,Hajime,Trial 5,"So, how about it? Using this method, Nagito could've impaled himself with the spear.",0,5,0,55,55,,,
01409,Hajime,Trial 5,I agree. When I was investigating this case I kept thinking over and over how strange it was.,0,5,0,56,56,,,
01410,Hajime,Trial 5,Why did the killer use the knife and the spear so differently?,0,5,0,57,57,,,
01411,Hajime,Trial 5,He was probably trying to get us to make a mistake.,0,5,0,58,58,,,
01412,Hajime,Trial 5,"By committing a suicide that looked like a murder, he was trying to steer us toward the wrong answer!",0,5,0,59,59,,,
01413,Hajime,Trial 5,His goal was to get us all executed!,0,5,0,60,60,,,
01414,Hajime,Trial 5,"Yeah, that's our Nagito...",0,5,0,61,61,,,
01415,Hajime,Trial 5,...,0,5,0,62,62,,,
01416,Hajime,Trial 5,"No, hold on a sec!",0,5,0,63,63,,,
01417,Hajime,Trial 5,...,0,5,0,64,64,,,
01418,Hajime,Trial 5,"S-sorry, just a little more. I want you guys to wait just a little more.",0,5,0,65,65,,,
01419,Hajime,Trial 5,I can't help but feel like there's still something we overlooked.,0,5,0,66,66,,,
01420,Hajime,Trial 5,That's true but...,0,5,0,67,67,,,
01421,Hajime,Trial 5,Is it about the Monokuma File?,0,5,0,68,68,,,
01422,Hajime,Trial 5,In this particular case's Monokuma File there's no specific cause of death.,0,5,0,69,69,,,
01423,Hajime,Trial 5,"No, I don't think it's a mistake to call Nagito's death a suicide but...",0,5,0,70,70,,,
01424,Hajime,Trial 5,"But, it's not just a suicide.",0,5,0,71,71,,,
01425,Hajime,Trial 5,...,0,5,0,72,72,,,
01426,Hajime,Trial 5,Come to think of it...,0,5,0,73,73,,,
01427,Hajime,Trial 5,"...did Nagito really, really commit suicide just to get us all killed?",0,5,0,74,74,,,
01428,Hajime,Trial 5,Th-that's not what I meant. I mean it in a bad sense.,0,5,0,75,75,,,
01429,Hajime,Trial 5,I just remembered that his malice always defied our expectations. And that concerns me.,0,5,0,76,76,,,
01430,Hajime,Trial 5,"For example, with that malice just in here...",0,5,0,77,77,,,
01431,Hajime,Trial 5,Did Nagito's malice drive him to risk his life for a truth we'd reach this easily?,0,5,0,78,78,,,
01432,Hajime,Trial 5,"I mean, this is Nagito we're talking about, you know?",0,5,0,79,79,,,
01433,Hajime,Trial 5,Wh-what friendship?,0,5,0,80,80,,,
01434,Hajime,Trial 5,...,0,5,0,81,81,,,
01435,Hajime,Trial 5,"That was definitely a gruesome wound but it wouldn't be the fatal wound, don't you think?",0,5,0,82,82,,,
01436,Hajime,Trial 5,"That's it, I totally forgot about that possibility.",0,5,0,83,83,,,
01437,Hajime,Trial 5,If the cause of death was something we can't see then we have to consider poison as a possible method.,0,5,0,84,84,,,
01438,Hajime,Trial 5,"I remember, when I went to investigate Nagito's cottage I discovered something really strange.",0,5,0,85,85,,,
01439,Hajime,Trial 5,Inside the refrigerator I found a bottle of Monokuma's special poison.,0,5,0,86,86,,,
01440,Hajime,Trial 5,"No, the warning label on the bottle explicitly states the effect is instant.",0,5,0,87,87,,,
01441,Hajime,Trial 5,Are there any left?,0,5,0,88,88,,,
01442,Hajime,Trial 5,What if instead of drinking the poison we assume he inhaled it?,0,5,0,89,89,,,
01443,Hajime,Trial 5,It's written on the poison's warning label.,0,5,0,90,90,,,
01444,Hajime,Trial 5,"""Dangerous when vaporized."" In other words, breathing in the gas is fatal.",0,5,0,91,91,,,
01445,Hajime,Trial 5,The sprinklers in the warehouse! Thanks to those we didn't inhale that poison gas.,0,5,0,92,92,,,
01446,Hajime,Trial 5,"Yeah, the true cause of Nagito's death was poisoning!",0,5,0,93,93,,,
01447,Hajime,Trial 5,"The wounds on his body, the spear in his stomach, it was all to keep us from learning the tru-!",0,5,0,94,94,,,
01448,Hajime,Trial 5,Huh?,0,5,0,95,95,,,
01449,Hajime,Trial 5,W-well... But-!,0,5,0,96,96,,,
01450,Hajime,Trial 5,Are you talking about the container the poison was kept in?,0,5,0,97,97,,,
01451,Hajime,Trial 5,"Yeah, that was written on the warning label...",0,5,0,98,98,,,
01452,Hajime,Trial 5,"Then, does that mean someone got rid off the container?",0,5,0,99,99,,,
01453,Hajime,Trial 5,...,0,5,0,100,100,,,
01454,Hajime,Trial 5,That's no good!,0,5,0,101,101,,,
01455,Hajime,Trial 5,I feel like Nagito is seeing through us!,0,5,0,102,102,,,
01456,Hajime,Trial 5,"By calling this ""Nagito's suicide"" we're trying to take the easy way out so we don't hurt anyone else.",0,5,0,103,103,,,
01457,Hajime,Trial 5,But if Nagito was here right now he'd probably be sneering at us.,0,5,0,104,104,,,
01458,Hajime,Trial 5,"He'd probably say something like ""So that's the extent of your hopes"".",0,5,0,105,105,,,
01459,Hajime,Trial 5,But I just can't imagine ending this by turning our backs on the truth.,0,5,0,106,106,,,
01460,Hajime,Trial 5,Ah-!,0,5,0,107,107,,,
01461,Hajime,Trial 5,...,0,5,0,108,108,,,
01462,Hajime,Trial 5,I see! I got it!,0,5,0,109,109,,,
01463,Hajime,Trial 5,The fire grenades!,0,5,0,110,110,,,
01464,Hajime,Trial 5,Nagito put the fire inside one of the fire grenade canisters and transported it to the warehouse.,0,5,0,111,111,,,
01465,Hajime,Trial 5,"Yeah, the container with the poison in it wasn't secretely taken away by someone.",0,5,0,112,112,,,
01466,Hajime,Trial 5,"Instead, it was in a container that didn't need to be taken away in the first place.",0,5,0,113,113,,,
01467,Hajime,Trial 5,As long as he put the poison in the same container he brought to the warehouse...,0,5,0,114,114,,,
01468,Hajime,Trial 5,"...it can be hidden with the other fire grenades we used, so there's no need to dispose of the container later.",0,5,0,115,115,,,
01469,Hajime,Trial 5,"Yeah, that has to be it!",0,5,0,116,116,,,
01470,Hajime,Trial 5,Hold on! Did you say aluminum?,0,5,0,117,117,,,
01471,Hajime,Trial 5,If so then there's no mistake! Nagito definitely swapped the contents of one of the fire grenades.,0,5,0,118,118,,,
01472,Hajime,Trial 5,"Take a look, we found this under Nagito's bed when we were investigating his cottage.",0,5,0,119,119,,,
01473,Hajime,Trial 5,"It's a dangerous poison after all, he took extreme caution when swapping them.",0,5,0,120,120,,,
01474,Hajime,Trial 5,Ch-Chiaki?,0,5,0,121,121,,,
01475,Hajime,Trial 5,Realized what?,0,5,0,122,122,,,
01476,Hajime,Trial 5,The... horrifying truth?,0,5,0,123,123,,,
01477,Hajime,Trial 5,Are you saying... it was when we all threw the fire grenades?,0,5,0,124,124,,,
01478,Hajime,Trial 5,One of us...,0,5,0,125,125,,,
01479,Hajime,Trial 5,Do you know?,0,5,0,126,126,,,
01480,Hajime,Trial 5,"It was Nagito, obviously. We just discussed this a few minutes ago.",0,5,0,127,127,,,
01481,Hajime,Trial 5,That was also Nagito.,0,5,0,128,128,,,
01482,Hajime,Trial 5,"Don't tell me, he...",0,5,0,129,129,,,
01483,Hajime,Trial 5,He set the warehouse on fire just so we'd have to throw the fire grenades?,0,5,0,130,130,,,
01484,Hajime,Trial 5,This wasn't an intentional murder! This was a murder that Nagito forced someone to do.,0,5,0,131,131,,,
01485,Hajime,Trial 5,And for that reason...,0,5,0,132,132,,,
01486,Hajime,Trial 5,...he put the fire grenade that he filled with poison with the other grenades...,0,5,0,133,133,,,
01487,Hajime,Trial 5,...setting up a murder nobody can solve! That was Nagito's true goal!,0,5,0,134,134,,,
01488,Hajime,Trial 5,That was his trap all along!,0,5,0,135,135,,,
01489,Hajime,Trial 5,"Even the wounds all over his body, it was to mess with the evidence for what actually happened!",0,5,0,136,136,,,
01490,Hajime,Trial 5,His true goal was creating a murder that nobody can solve!,0,5,0,137,137,,,
01491,Hajime,Trial 5,He wanted to prove to us that there are mysteries that just can't be solved with educated guesses.,0,5,0,138,138,,,
01492,Hajime,Trial 5,It's impossible!,0,5,0,139,139,,,
01493,Hajime,Trial 5,Nagito wanted to create a scenario where we couldn't make a decision. That's why we're at an impasse.,0,5,0,140,140,,,
01494,Hajime,Trial 5,Is there any way to figure out who the killer is?,0,5,0,141,141,,,
01495,Hajime,Trial 5,...,0,5,0,142,142,,,
01496,Hajime,Trial 5,I got it! Let's do this then!,0,5,0,143,143,,,
01497,Hajime,CR 5,"The person who actually arranged this incident was... the victim, Nagito Komaeda.",0,5,0,144,144,,,
01498,Hajime,CR 5,He kept a specific item inside his cottage that he needed for his plan.,0,5,0,145,145,,,
01499,Hajime,CR 5,Monokum's special poison which he brought with him from the Octagon.,0,5,0,146,146,,,
01500,Hajime,CR 5,Using the gloves and gas mask that he got from the military base...,0,5,0,147,147,,,
01501,Hajime,CR 5,...Nagito swapped the contents of a fire grenade he took from the plushie factory break room with that poison.,0,5,0,148,148,,,
01502,Hajime,CR 5,"When he did that, a specific item was left as evidence: The blue aluminum seal on the grenade.",0,5,0,149,149,,,
01503,Hajime,CR 5,"With that, Nagito finished making the poison fire grenade, took it with him to the factory...",0,5,0,150,150,,,
01504,Hajime,CR 5,...and put it back with the rest of the grenades in the break room.,0,5,0,151,151,,,
01505,Hajime,CR 5,"The next morning, Nagito appeared before us and declared that he hid a bomb somewhere.",0,5,0,152,152,,,
01506,Hajime,CR 5,"While we were looking for the bomb, that's when Nagito headed over to the goods warehouse.",0,5,0,153,153,,,
01507,Hajime,CR 5,"In order to set up a fire, Nagito arranged the Monokuma panels in a line going from the door...",0,5,0,154,154,,,
01508,Hajime,CR 5,"...to the curtain, and placed an oil lighter in front of it.",0,5,0,155,155,,,
01509,Hajime,CR 5,"From there, Nagito set his insane plane in motion.",0,5,0,156,156,,,
01510,Hajime,CR 5,"First, he hung the spear that he took from Nezumi Castle from the ceiling girder by its cord.",0,5,0,157,157,,,
01511,Hajime,CR 5,Then he tied his arms and legs at the back of the warehouse with rope.,0,5,0,158,158,,,
01512,Hajime,CR 5,"However, he burned off the rope on his right arm beforehand.",0,5,0,159,159,,,
01513,Hajime,CR 5,"In doing so, he made sure that only his right hand was free while his remaining arm and legs were tied up.",0,5,0,160,160,,,
01514,Hajime,CR 5,As he gripped the tip of the rope hanging over the ceiling girder with his left hand...,0,5,0,161,161,,,
01515,Hajime,CR 5,"...he laid down face up, just beneath the dangling spear.",0,5,0,162,162,,,
01516,Hajime,CR 5,"But this was just the beginning of Nagito's plan, and then he did something that no one could've predicted.",0,5,0,163,163,,,
01517,Hajime,CR 5,"First, he covered his mouth with duct tape and after making sure that he was unable to scream...",0,5,0,164,164,,,
01518,Hajime,CR 5,...he stabbed himself with the knife he sabbed himself multiple times in his left arm and in both of his thighs.,0,5,0,165,165,,,
01519,Hajime,CR 5,Finally...,0,5,0,166,166,,,
01520,Hajime,CR 5,...he propped the knife on the plushie and slammed his right hand onto the blade.,0,5,0,167,167,,,
01521,Hajime,CR 5,"He didn't just want us to think he was tied up, he also wanted us to think he'd been tortured.",0,5,0,168,168,,,
01522,Hajime,CR 5,"Through all this, Nagito never let go of the spear.",0,5,0,169,169,,,
01523,Hajime,CR 5,"His plan still wasn't over. In fact, it was just about to begin.",0,5,0,170,170,,,
01524,Hajime,CR 5,"Meanwhile, we finally arrived at the plushie factory and found Nagito's message.",0,5,0,171,171,,,
01525,Hajime,CR 5,"After seeing his message, we instantly made our way to the warehouse.",0,5,0,172,172,,,
01526,Hajime,CR 5,But that was part of Nagito's plan!,0,5,0,173,173,,,
01527,Hajime,CR 5,We opened the door to the warehouse which inadvertently started the Monokuma panel domino effect.,0,5,0,174,174,,,
01528,Hajime,CR 5,"The panels fell one after another until they reached the lighter, tipped it over and ignited the curtain.",0,5,0,175,175,,,
01529,Hajime,CR 5,"Shocked by the sudden fire, we rushed to the factory's break room to obtain some fire extinguishing grenades.",0,5,0,176,176,,,
01530,Hajime,CR 5,"We then aimed for the fire's origin point, which was the curtain, and unloaded the entire supply.",0,5,0,177,177,,,
01531,Hajime,CR 5,It never occurred to us that one of the grenades was the poison grenade that Nagito had prepared.,0,5,0,178,178,,,
01532,Hajime,CR 5,"The poison sank to the floor, instantly vaporizing due to the intense heat, and spread everywhere.",0,5,0,179,179,,,
01533,Hajime,CR 5,The poison gas quickly drifted to curtain at the back of the warehouse where Nagito was.,0,5,0,180,180,,,
01534,Hajime,CR 5,"Also, Monokuma's poison has a unique quality in which it becomes heavier than air when vaporized.",0,5,0,181,181,,,
01535,Hajime,CR 5,That poison gas completely surrounded the area where Nagito laid face up on the floor.,0,5,0,182,182,,,
01536,Hajime,CR 5,"There, Nagito inhaled the poison, and if it didn't instanly kill him he certainly lost consciousness...",0,5,0,183,183,,,
01537,Hajime,CR 5,...which caused him to let go of the rope in his left hand and the falling spear plunged into his stomach.,0,5,0,184,184,,,
01538,Hajime,CR 5,This is all the information related to Nagito's plan.,0,5,0,185,185,,,
01539,Hajime,CR 5,His true intention was to set one of us up as the killer.,0,5,0,186,186,,,
01540,Hajime,CR 5,"At this point, we still don't know who the kiler is because the killer wasn't aware they killed someone.",0,5,0,187,187,,,
01541,Hajime,CR 5,"Try as we might, we cannot reach that truth. That was Nagito's trap.",0,5,0,188,188,,,
01542,Hajime,CR 5,"In conclusion, the fact that we can't detemine the killer's identity...",0,5,0,189,189,,,
01543,Hajime,CR 5,...is the true form of Nagito's malice.,0,5,0,190,190,,,
01544,Hajime,Trial 5,This should be the truth behind Nagito's trap.,0,5,0,191,191,,,
01545,Hajime,Trial 5,Nagito believed in his talent as the Ultimate Lucky Student.,0,5,0,192,192,,,
01546,Hajime,Trial 5,...,0,5,0,193,193,,,
01547,Hajime,Trial 5,You're right. The same thing happened when he cleared the Final Dead Room at the Funhouse.,0,5,0,194,194,,,
01548,Hajime,Trial 5,"But his luck doesn't have anything to do with the case this time, right?",0,5,0,195,195,,,
01549,Hajime,Trial 5,Who... is it? Who's the target Nagito was after?,0,5,0,196,196,,,
01550,Hajime,Trial 5,"That's it, the traitor! Nagito was after the traitor, huh?",0,5,0,197,197,,,
01551,Hajime,Trial 5,The only thing we can do is believe.,0,5,0,198,198,,,
01552,Hajime,Trial 5,Huh?,0,5,0,199,199,,,
01553,Hajime,Trial 5,Ch-Chiaki?,0,5,0,200,200,,,
01554,Hajime,Trial 5,You want us... to guess?,0,5,0,201,201,,,
01555,Hajime,Trial 5,What? What does that mean?,0,5,0,202,202,,,
01556,Hajime,Trial 5,Wh-why?,0,5,0,203,203,,,
01557,Hajime,Trial 5,Why?,0,5,0,204,204,,,
01558,Hajime,Trial 5,Why!?,0,5,0,205,205,,,
01559,Hajime,Trial 5,"Seriously, why?",0,5,0,206,206,,,
01560,Hajime,Trial 5,I-it's... You...,0,5,0,207,207,,,
01561,Hajime,Trial 5,"Chiaki, you're the traitor?",0,5,0,208,208,,,
01562,Hajime,Trial 5,Wh-why?,0,5,0,209,209,,,
01563,Hajime,Trial 5,F-favor? Me?,0,5,0,210,210,,,
01564,Hajime,Trial 5,What?,0,5,0,211,211,,,
01565,Hajime,Trial 5,What are you saying? Why do I have to do that?,0,5,0,212,212,,,
01566,Hajime,Trial 5,"Whether I can prove it or not, that's not the problem!",0,5,0,213,213,,,
01567,Hajime,Trial 5,Don't you understand? You may as well be asking me to kill you!,0,5,0,214,214,,,
01568,Hajime,Trial 5,I... There's no way I can do that!,0,5,0,215,215,,,
01569,Hajime,Trial 5,Gh-!,0,5,0,216,216,,,
01570,Hajime,Trial 5,...,0,5,0,217,217,,,
01571,Hajime,Trial 5,When we investigated Nagito's cottage I discovered a notebook with an Usami logo on it.,0,5,0,218,218,,,
01572,Hajime,Trial 5,"That's... your notebook, right? The one Nagito stole from you.",0,5,0,219,219,,,
01573,Hajime,Trial 5,Nagito was probably looking for that too so that might be why he stole the notebook.,0,5,0,220,220,,,
01574,Hajime,Trial 5,"But you wouldn't know who the traitor is just by reading this notebook. Of course, Nagito wouldn't know either.",0,5,0,221,221,,,
01575,Hajime,Trial 5,"However, it's different for me...",0,5,0,222,222,,,
01576,Hajime,Trial 5,It took me this long but I finally understand.,0,5,0,223,223,,,
01577,Hajime,Trial 5,"First of all, this isn't Monomi's diary. Apparently she can't write.",0,5,0,224,224,,,
01578,Hajime,Trial 5,"Someone conected to Monomi. Meaning, it's not a mistake to think that the traitor wrote it.",0,5,0,225,225,,,
01579,Hajime,Trial 5,"Because, there's an entry written in here that only me and one other person would know.",0,5,0,226,226,,,
01580,Hajime,Trial 5,"In the notebook, there was a specific entry.",0,5,0,227,227,,,
01581,Hajime,Trial 5,"There it is. It's true, I tried to go inside the Final Dead Room.",0,5,0,228,228,,,
01582,Hajime,Trial 5,But the only one who knew that...,0,5,0,229,229,,,
01583,Hajime,Trial 5,"That's right, the only person who knew that is... Chiaki.",0,5,0,230,230,,,
01584,Hajime,Trial 5,That's why Chiaki is the only person who could've possibly written about this.,0,5,0,231,231,,,
01585,Hajime,Trial 5,"Chiaki probably knew the bomb was a fake, that's why she also knew Nagito's trap was a bluff.",0,5,0,232,232,,,
01586,Hajime,Trial 5,Of course not!,0,5,0,233,233,,,
01587,Hajime,Trial 5,"But, then nobody will be saved!",0,5,0,234,234,,,
01588,Hajime,Trial 5,That's not it! Sonia shouldn't have been the only one who knew the bomb was a fake.,0,5,0,235,235,,,
01589,Hajime,Trial 5,Monomi was also there when you found out the bomb at the military base wasn't real.,0,5,0,236,236,,,
01590,Hajime,Trial 5,You said so yourself.,0,5,0,237,237,,,
01591,Hajime,Trial 5,"Chiaki heard about it from Monomi, that's why she knew the bomb was a fake.",0,5,0,238,238,,,
01592,Hajime,Trial 5,Sonia...,0,5,0,239,239,,,
01593,Hajime,Trial 5,Knowing it was a fake isn't the problem.,0,5,0,240,240,,,
01594,Hajime,Trial 5,What matters is who told her.,0,5,0,241,241,,,
01595,Hajime,Trial 5,What matters is that she heard about it from Monomi.,0,5,0,242,242,,,
01596,Hajime,Trial 5,You're right. Monokuma probably knew the bomb was a fake.,0,5,0,243,243,,,
01597,Hajime,Trial 5,But Monokuma shouldn't have told anyone either.,0,5,0,244,244,,,
01598,Hajime,Trial 5,"No, he won't lie at times like this. You already know that.",0,5,0,245,245,,,
01599,Hajime,Trial 5,That's... not it.,0,5,0,246,246,,,
01600,Hajime,Trial 5,That's not it!,0,5,0,247,247,,,
01601,Hajime,Trial 5,"I'm telling you, that's not it!",0,5,0,248,248,,,
01602,Hajime,Trial 5,We shouldn't believe in Monokuma or Nagito!,0,5,0,249,249,,,
01603,Hajime,Trial 5,We have to believe in Chiaki!,0,5,0,250,250,,,
01604,Hajime,Trial 5,It doesn't matter who the traitor is.,0,5,0,251,251,,,
01605,Hajime,Trial 5,Even if Chiaki is the traitor that's not the Chiaki I know.,0,5,0,252,252,,,
01606,Hajime,Trial 5,I believe in... the Chiaki who's been with us this whole time!,0,5,0,253,253,,,
01607,Hajime,Trial 5,That Chiaki is saying she wants to protect us with her life!,0,5,0,254,254,,,
01608,Hajime,Trial 5,So the only thing we can do is believe her! If we don't nobody is going to be saved!,0,5,0,255,255,,,
01609,Hajime,Trial 5,"H-hey, Chiaki...",0,5,1,0,256,,,
01610,Hajime,Trial 6,...,0,6,0,1,1,,,
01611,Hajime,Trial 6,"This world, this Jabberwock Island we're on...",0,6,0,2,2,,,
01612,Hajime,Trial 6,H-hey!,0,6,0,3,3,,,
01613,Hajime,Trial 6,"B-but we're not just regular avatars, right?",0,6,0,4,4,,,
01614,Hajime,Trial 6,"What was removed from us was our school memories, right?",0,6,0,5,5,,,
01615,Hajime,Trial 6,Earlier in the teacher's lounge I found this strange newspaper clipping.,0,6,0,6,6,,,
01616,Hajime,Trial 6,There's a picture of Hiyoko but she looked more like an adult than the Hiyoko we knew.,0,6,0,7,7,,,
01617,Hajime,Trial 6,Since we're avatars right now we look exactly like we looked before we entered the school...,0,6,0,8,8,,,
01618,Hajime,Trial 6,...but in the real world we've already lived out our school lifes!,0,6,0,9,9,,,
01619,Hajime,Trial 6,"Which means we've  grown that much older! And among us, some aged so much we didn't recognize them.",0,6,0,10,10,,,
01620,Hajime,Trial 6,...,0,6,0,11,11,,,
01621,Hajime,Trial 6,"Hey, Fuyuhiko. You knew Peko for a long time, right?",0,6,0,12,12,,,
01622,Hajime,Trial 6,So if our brains believe something is real it's no different than if it actually happened?,0,6,0,13,13,,,
01623,Hajime,Trial 6,Of course that's also a virtual world.,0,6,0,14,14,,,
01624,Hajime,Trial 6,"That sea, that beach, the buildings, everything! It's all a virtual world created by the Neo World Program!",0,6,0,15,15,,,
01625,Hajime,Trial 6,It's just like this space we're in right now.,0,6,0,16,16,,,
01626,Hajime,Trial 6,What we see before us is a virtual environment created by the program.,0,6,0,17,17,,,
01627,Hajime,Trial 6,It looks real because our brains think it's real.,0,6,0,18,18,,,
01628,Hajime,Trial 6,What game? That's not what we risked our lives for!,0,6,0,19,19,,,
01629,Hajime,Trial 6,"Originally, in the world created by the Neo World Program, a concept like violence never existed.",0,6,0,20,20,,,
01630,Hajime,Trial 6,The virus that invaded this program is forcing us to kill each other.,0,6,0,21,21,,,
01631,Hajime,Trial 6,"She was the observer of the Neo Worl Program, isn't that right?",0,6,0,22,22,,,
01632,Hajime,Trial 6,He was probably excluding the other observer.,0,6,0,23,23,,,
01633,Hajime,Trial 6,Aside from the 15 participants there were two observers in the Neo World Program.,0,6,0,24,24,,,
01634,Hajime,Trial 6,One of them was Monomi and the other one was...,0,6,0,25,25,,,
01635,Hajime,Trial 6,"Yeah, you're right...",0,6,0,26,26,,,
01636,Hajime,Trial 6,...,0,6,0,27,27,,,
01637,Hajime,Trial 6,"No, that's not it! Chiaiki was really alive!",0,6,0,28,28,,,
01638,Hajime,Trial 6,"Even if she was a virtual existence, she was really alive!",0,6,0,29,29,,,
01639,Hajime,Trial 6,"Did you forget? She saved our lives, you know?",0,6,0,30,30,,,
01640,Hajime,Trial 6,Sh-shut up!,0,6,0,31,31,,,
